datetime,open,high,low,close,volume,n_trd,vwap,twap,bid_price,ask_price,bid_size,ask_size,n_quo,liquidity_add_bid,liquidity_add_ask,liquidity_taken_bid,liquidity_taken_ask,active_buy,active_sell,time
1900-01-01 09:00:00,,,,,,,,,179.8,179.8,126900.0,139800.0,173,144100.0,168900.0,17300.0,29600.0,0.0,0.0,09:04:55.842
1900-01-01 09:05:00,,,,,,,,,174.1,174.1,152700.0,143400.0,71,40500.0,13800.0,14700.0,10200.0,0.0,0.0,09:09:58.558
1900-01-01 09:10:00,,,,,,,,,173.3,173.3,234600.0,242500.0,236,293700.0,182800.0,211800.0,83700.0,0.0,0.0,09:14:58.534
1900-01-01 09:15:00,,,,,,,,,173.8,173.8,581300.0,581300.0,213,606800.0,338800.0,260100.0,0.0,0.0,0.0,09:19:59.983
1900-01-01 09:20:00,175.2,175.2,175.2,175.2,613500.0,319.0,175.2,175.20000000000005,175.2,176.0,500.0,300.0,79,179300.0,32200.0,760100.0,613200.0,100.0,613500.0,09:20:43.207
1900-01-01 09:25:00,,,,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1900-01-01 09:30:00,174.8,177.5,172.8,174.2,1446903.0,2453.0,175.43192024620862,175.229903791276,174.2,174.3,2400.0,5700.0,4256,1756500.0,1484600.0,1754600.0,1479200.0,505800.0,1412003.0,09:34:59.954
1900-01-01 09:35:00,174.2,176.1,173.2,174.6,666036.0,1524.0,174.23273847059318,174.25187007874015,174.6,174.7,2600.0,6400.0,2916,912600.0,979900.0,912400.0,979200.0,213200.0,616536.0,09:39:59.750
1900-01-01 09:40:00,174.6,176.2,174.3,175.2,988100.0,1795.0,175.19288331140572,175.015495821727,175.0,175.4,800.0,17400.0,4278,2012800.0,1200000.0,2014600.0,1189000.0,354000.0,1078000.0,09:44:58.778
1900-01-01 09:45:00,175.0,175.26,174.5,175.2,614700.0,1102.0,174.89998649747844,174.8984727767695,175.1,175.2,2500.0,6800.0,2481,1322400.0,839900.0,1320700.0,850500.0,289100.0,727400.0,09:49:59.422
1900-01-01 09:50:00,175.2,176.5,175.0,176.1,590332.0,1215.0,176.02985269306086,176.0018930041152,176.0,176.2,10200.0,9400.0,2592,1020800.0,692100.0,1013100.0,689500.0,299600.0,566332.0,09:54:59.858
1900-01-01 09:55:00,176.0,178.0,175.858,178.0,679700.0,1576.0,176.96602780638517,176.94398984771573,177.7,178.0,3300.0,38500.0,3019,1155500.0,796400.0,1162400.0,767300.0,372300.0,627200.0,09:59:59.975
1900-01-01 10:00:00,177.7,178.4,174.0,177.35,726333.0,1569.0,177.9367588970899,177.928557680051,177.3,177.4,400.0,6400.0,2766,995200.0,880600.0,998100.0,912700.0,312300.0,638733.0,10:04:59.990
1900-01-01 10:05:00,177.4,179.0,177.2,178.9,524000.0,1248.0,178.09412213740458,178.05416666666667,178.7,178.9,17300.0,10900.0,2135,849300.0,1090000.0,832400.0,1085500.0,475700.0,260300.0,10:09:59.962
1900-01-01 10:10:00,178.8,180.3,173.7,180.3,843358.0,1534.0,179.452251949943,179.51442698826597,180.2,180.3,4400.0,700.0,2189,1341700.0,2105200.0,1354600.0,2115400.0,725600.0,509058.0,10:14:59.686
1900-01-01 10:15:00,180.3,180.4,179.5,179.6,773333.0,1213.0,179.96036597429566,179.96236438582028,179.6,179.8,22400.0,12700.0,2100,843600.0,862500.0,825600.0,850500.0,444800.0,790533.0,10:19:59.506
1900-01-01 10:20:00,179.7,179.7,177.6,179.3,598782.0,881.0,178.80549966431855,178.7781736662883,179.3,179.4,12100.0,6400.0,2094,787600.0,1047200.0,797900.0,1053500.0,327500.0,641282.0,10:24:59.703
1900-01-01 10:25:00,179.4,180.0,179.1,179.9,364200.0,753.0,179.67843465129053,179.70266932270914,179.8,179.9,2600.0,10100.0,1718,463000.0,977500.0,472500.0,973800.0,290700.0,312900.0,10:29:59.723
1900-01-01 10:30:00,179.8,180.1,178.9,179.9,609900.0,998.0,179.70685358255452,179.67064128256516,179.8,179.9,1000.0,23700.0,1665,690700.0,865200.0,692300.0,851600.0,295600.0,589000.0,10:34:58.790
1900-01-01 10:35:00,179.8,180.1,179.5,179.9,325800.0,642.0,179.93096685082872,179.89704984423676,179.8,179.9,7500.0,4100.0,1424,391800.0,669300.0,385300.0,688900.0,209600.0,199400.0,10:39:59.742
1900-01-01 10:40:00,179.9,180.5,179.0,180.5,537876.0,830.0,180.0843298455406,180.05403614457833,180.4,180.5,8500.0,61700.0,1659,449400.0,968600.0,448400.0,911000.0,363900.0,341876.0,10:44:59.911
1900-01-01 10:45:00,180.4,182.4,180.0,182.4,1310202.0,1940.0,181.4639068632165,181.49899536082472,182.3,182.4,20800.0,13700.0,2472,1367100.0,1589200.0,1354800.0,1637200.0,969100.0,1120902.0,10:49:59.922
1900-01-01 10:50:00,182.4,182.8,181.8,182.4,1008601.0,1577.0,182.33312479364983,182.3164235890932,182.3,182.4,9100.0,300.0,2818,952100.0,1556700.0,963800.0,1570100.0,777501.0,1088600.0,10:54:59.466
1900-01-01 10:55:00,182.3,182.5,182.0,182.1,513300.0,959.0,182.31553048899278,182.31163295099063,182.1,182.2,36400.0,13100.0,1960,865000.0,4902100.0,837700.0,4889300.0,356200.0,352100.0,10:59:59.899
1900-01-01 11:00:00,182.1,183.0,182.0,182.8,1000400.0,1305.0,182.71683736505398,182.71176551724136,182.8,182.9,3300.0,37000.0,2039,866100.0,2222200.0,899200.0,2198300.0,926300.0,422900.0,11:04:59.998
1900-01-01 11:05:00,182.715,184.5,179.2,184.1,1023935.0,1595.0,183.68674574069644,183.65790721003134,184.1,184.2,300.0,11500.0,2073,1642800.0,1809300.0,1645800.0,1834800.0,929905.0,427830.0,11:09:59.834
1900-01-01 11:10:00,184.1,184.6,184.0,184.3,748500.0,1024.0,184.38715430861723,184.36953125000002,184.2,184.3,6300.0,1500.0,1674,1128900.0,1159100.0,1122900.0,1169100.0,492400.0,472700.0,11:14:59.870
1900-01-01 11:15:00,184.2,184.3,183.2,183.3,537800.0,804.0,183.80481963555226,183.83744776119403,183.3,183.4,8700.0,7400.0,1770,804800.0,755500.0,802400.0,749600.0,283200.0,495700.0,11:19:59.062
1900-01-01 11:20:00,183.3,184.2,182.6,183.9,494412.0,761.0,183.87608108217438,183.86392904073588,183.9,184.0,7500.0,4200.0,1307,1165600.0,334900.0,1166800.0,338100.0,333212.0,351300.0,11:24:59.966
1900-01-01 11:25:00,184.0,184.2,183.6,183.8,267200.0,582.0,183.9650261976048,183.95713058419244,183.8,183.9,20300.0,15200.0,1099,577300.0,375600.0,564500.0,364600.0,174900.0,184600.0,11:29:59.518
1900-01-01 11:30:00,183.9,184.1,175.5,184.1,340268.0,781.0,183.80293445166754,183.7829820742638,184.0,184.1,5800.0,7400.0,1396,578000.0,434000.0,592500.0,441800.0,287167.0,171001.0,11:34:59.998
1900-01-01 11:35:00,184.0,184.3,184.0,184.1,394700.0,765.0,184.13880162148467,184.13986928104575,184.1,184.2,4800.0,15900.0,1304,691100.0,832900.0,692100.0,824400.0,303800.0,278300.0,11:39:59.154
1900-01-01 11:40:00,184.1,184.2,183.8,184.1,413700.0,615.0,184.03948948513414,184.05319999999998,184.0,184.1,13100.0,7800.0,1312,686900.0,580400.0,678600.0,588500.0,387000.0,260200.0,11:44:57.802
1900-01-01 11:45:00,184.0,184.2,183.9,183.9,244400.0,466.0,184.05793494271686,184.06866309012875,183.9,184.0,13700.0,30400.0,960,326300.0,437200.0,325700.0,414600.0,298800.0,222100.0,11:49:59.978
1900-01-01 11:50:00,183.95,184.2,183.8,184.1,333200.0,607.0,184.01386554621848,183.99456342668864,184.1,184.2,31700.0,35300.0,991,707000.0,453000.0,689000.0,448100.0,353300.0,172400.0,11:54:59.754
1900-01-01 11:55:00,184.1,185.0,182.2,184.8,646599.0,972.0,184.52383486519466,184.5286841563786,184.6,184.8,3300.0,5900.0,1195,975600.0,1092600.0,1004000.0,1122000.0,688999.0,87900.0,11:59:59.794
1900-01-01 12:00:00,184.6,184.6,184.6,184.6,100.0,1.0,184.6,184.6,184.6,184.8,3200.0,5900.0,1,0.0,0.0,100.0,0.0,0.0,100.0,12:00:00.010
1900-01-01 12:05:00,,,,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1900-01-01 12:10:00,,,,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1900-01-01 12:15:00,,,,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1900-01-01 12:20:00,,,,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1900-01-01 12:25:00,,,,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1900-01-01 12:30:00,,,,,0.0,0.0,,,184.6,184.8,2200.0,4800.0,4,0.0,0.0,1000.0,1100.0,0.0,0.0,12:30:06.134
1900-01-01 12:35:00,,,,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1900-01-01 12:40:00,,,,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1900-01-01 12:45:00,,,,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1900-01-01 12:50:00,,,,,0.0,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,
1900-01-01 12:55:00,,,,,0.0,0.0,,,184.6,184.8,2200.0,4600.0,1,0.0,0.0,0.0,200.0,0.0,0.0,12:55:31.627
1900-01-01 13:00:00,184.8,184.8,183.8,184.3,309241.0,1006.0,184.32737120886298,184.3340795228628,184.2,184.3,4000.0,2900.0,2093,411100.0,520800.0,409300.0,522500.0,434000.0,165141.0,13:04:59.598
1900-01-01 13:05:00,184.2,184.6,182.3,183.7,355078.0,1028.0,183.50542387869706,183.52883365758754,183.8,183.9,1500.0,8400.0,2188,685000.0,584500.0,687500.0,579000.0,314978.0,254900.0,13:09:59.846
1900-01-01 13:10:00,183.8,184.1,183.4,183.6,465201.0,900.0,183.5937803229142,183.67573555555558,183.5,183.6,2400.0,14500.0,1818,462700.0,462700.0,461800.0,456600.0,584801.0,126500.0,13:14:59.670
1900-01-01 13:15:00,183.6,183.9,183.3,183.4,256200.0,913.0,183.68169398907105,183.68625410733847,183.3,183.4,32800.0,8300.0,1777,485000.0,400000.0,454600.0,406200.0,321900.0,124900.0,13:19:59.743
1900-01-01 13:20:00,183.35,183.65,182.0,182.2,537200.0,1206.0,182.66553425167535,182.60169983416253,182.1,182.2,2500.0,11200.0,2615,1472700.0,978300.0,1503000.0,975400.0,415800.0,447900.0,13:24:59.990
1900-01-01 13:25:00,182.1,182.15,180.2,181.3,737785.0,1269.0,181.5812086176867,181.58833727344367,181.2,181.3,100.0,13600.0,2403,1337100.0,1023300.0,1339500.0,1020900.0,412000.0,815085.0,13:29:59.963
1900-01-01 13:30:00,181.3,182.0,181.1,181.7,574300.0,1033.0,181.49817377677172,181.4418954501452,181.6,181.7,9200.0,7000.0,2071,558800.0,804200.0,549700.0,810800.0,474800.0,279800.0,13:34:59.874
1900-01-01 13:35:00,181.7,182.5,181.65,182.3,349400.0,992.0,182.1458929593589,182.19248991935484,182.2,182.3,8400.0,7600.0,1936,524000.0,768600.0,524800.0,768000.0,335600.0,134400.0,13:39:58.514
1900-01-01 13:40:00,182.2,182.3,181.3,182.0,180001.0,628.0,182.14744418086568,182.15685987261148,182.0,182.1,11900.0,29600.0,1317,242600.0,262100.0,239100.0,240100.0,129400.0,95501.0,13:44:59.927
1900-01-01 13:45:00,182.0,182.7,181.9,182.6,364600.0,790.0,182.17287218869996,182.1704329113924,182.6,182.7,4400.0,13100.0,1390,702500.0,467400.0,710000.0,483900.0,373400.0,232300.0,13:49:59.806
1900-01-01 13:50:00,182.6,183.0,181.6,182.7,319115.0,860.0,182.77162308258778,182.75395348837208,182.7,182.8,10000.0,4900.0,1521,527700.0,573300.0,522100.0,581500.0,250315.0,270000.0,13:54:59.642
1900-01-01 13:55:00,182.8,182.9,181.4,182.7,250247.0,818.0,182.56510088033022,182.57570904645476,182.5,182.7,14300.0,6100.0,1876,483300.0,442000.0,479000.0,440800.0,185800.0,148500.0,13:59:59.931
1900-01-01 14:00:00,182.7,183.3,182.0,182.6,169108.0,551.0,182.73930269413628,182.73247005444645,182.5,182.6,6300.0,10100.0,1309,337500.0,344500.0,345500.0,340500.0,173608.0,69400.0,14:04:59.966
1900-01-01 14:05:00,182.6,183.0,182.5,182.9,203100.0,672.0,182.81459871984245,182.8139880952381,182.8,182.9,600.0,19000.0,1259,262900.0,370600.0,268600.0,361700.0,219600.0,56800.0,14:09:58.870
1900-01-01 14:10:00,182.8,183.8,182.7,183.2,462764.0,776.0,183.19868810019796,183.18924097938142,183.1,183.2,9600.0,10700.0,1424,442900.0,511600.0,433900.0,519900.0,409964.0,119400.0,14:14:59.158
1900-01-01 14:15:00,183.15,183.2,182.8,183.0,247800.0,638.0,182.99031476997578,182.99388714733544,183.0,183.1,5900.0,15200.0,1060,467400.0,273300.0,471100.0,268800.0,267500.0,121000.0,14:19:58.138
1900-01-01 14:20:00,183.05,183.7,182.9,183.6,333200.0,613.0,183.3352824129652,183.30899021207176,183.6,183.7,9800.0,17100.0,1068,307800.0,317900.0,303900.0,316000.0,412800.0,71500.0,14:24:59.878
1900-01-01 14:25:00,183.7,184.1,182.7,183.4,643690.0,972.0,183.75045130419923,183.78076131687246,183.3,183.4,7500.0,24400.0,1595,645600.0,881500.0,647900.0,874200.0,560890.0,541200.0,14:29:57.786
1900-01-01 14:30:00,183.3,183.4,181.6,182.9,421236.0,699.0,182.87229391599956,182.91745350500713,182.9,183.0,9600.0,17600.0,1400,638200.0,846700.0,636100.0,853500.0,300136.0,322300.0,14:34:59.790
1900-01-01 14:35:00,182.95,183.0,182.3,182.3,210100.0,660.0,182.77848643503094,182.785,182.3,182.4,15900.0,36400.0,1203,272000.0,633300.0,265700.0,614500.0,165400.0,91900.0,14:39:58.654
1900-01-01 14:40:00,182.35,182.85,182.0,182.8,307570.0,580.0,182.40919140358292,182.48741379310346,182.7,182.8,12200.0,8800.0,1398,462500.0,455600.0,466200.0,483200.0,533470.0,163300.0,14:44:59.623
1900-01-01 14:45:00,182.75,183.3,182.6,182.9,316444.0,707.0,182.99197804350848,182.98299434229136,182.8,182.9,8700.0,4200.0,1384,596700.0,345800.0,600200.0,350400.0,380444.0,81100.0,14:49:59.706
1900-01-01 14:50:00,182.85,183.4,182.0,183.0,313990.0,823.0,183.133969234689,183.13614823815308,183.0,183.1,1400.0,12600.0,1646,667300.0,593800.0,674600.0,585400.0,373890.0,146300.0,14:54:59.986
1900-01-01 14:55:00,183.05,183.1,182.8,183.0,253700.0,709.0,182.98557351202209,182.9725669957687,183.0,183.1,11300.0,28900.0,1441,607000.0,331100.0,597100.0,314800.0,340900.0,92200.0,14:59:59.774
1900-01-01 15:00:00,183.1,183.2,182.6,182.8,317800.0,811.0,182.93056954059156,182.91738594327987,182.7,182.8,7500.0,3300.0,1642,784000.0,528400.0,787800.0,554000.0,224100.0,246500.0,15:04:59.646
1900-01-01 15:05:00,182.7,183.1,182.6,182.7,330300.0,765.0,182.8325613079019,182.822091503268,182.7,182.8,11800.0,7300.0,1915,1000500.0,467000.0,996200.0,463000.0,316300.0,223600.0,15:09:59.654
1900-01-01 15:10:00,182.7,183.5,181.8,182.6,343521.0,777.0,182.49878115166175,182.50366795366796,182.5,182.8,11900.0,7200.0,1518,806200.0,413000.0,806100.0,413100.0,239421.0,297300.0,15:14:59.834
1900-01-01 15:15:00,182.65,182.8,182.0,182.5,301200.0,699.0,182.5906899070385,182.57045779685265,182.4,182.5,6300.0,7700.0,1398,772300.0,294900.0,777900.0,294400.0,206300.0,233500.0,15:19:59.042
1900-01-01 15:20:00,182.4,182.5,181.4,182.05,526898.0,860.0,182.16174136170568,182.22040697674421,182.0,182.1,2100.0,9100.0,1628,1583100.0,893500.0,1587300.0,892100.0,418200.0,334300.0,15:24:59.226
1900-01-01 15:25:00,182.0,182.15,181.6,182.1,334359.0,751.0,181.88258129734805,181.8771637816245,182.0,182.1,16600.0,16000.0,1455,663600.0,459200.0,649100.0,452300.0,200959.0,275600.0,15:29:59.622
1900-01-01 15:30:00,182.05,182.3,181.8,182.2,376000.0,722.0,182.03075797872341,182.03801939058172,182.1,182.2,13900.0,13800.0,1315,586800.0,445500.0,589500.0,447700.0,278800.0,274700.0,15:34:59.270
1900-01-01 15:35:00,182.15,182.5,181.1,182.2,355148.0,713.0,182.24564913782422,182.24635343618513,182.2,182.3,10300.0,14300.0,1669,543900.0,409000.0,547500.0,408500.0,318300.0,218648.0,15:39:59.982
1900-01-01 15:40:00,182.2,182.3,180.5,181.9,507205.0,1182.0,182.14533374079514,182.14847715736042,181.9,182.0,29700.0,28500.0,1981,1183200.0,564400.0,1163800.0,550200.0,301274.0,379831.0,15:44:59.666
1900-01-01 15:45:00,181.95,182.7,181.0,182.6,697348.0,1322.0,182.21254552963515,182.2408850226929,182.6,182.7,16700.0,16800.0,1914,984800.0,641000.0,997800.0,652700.0,768632.0,359816.0,15:49:59.995
1900-01-01 15:50:00,182.6,182.7,182.1,182.3,645100.0,1553.0,182.38873818012712,182.38850611719252,182.2,182.3,9500.0,5700.0,2481,1421800.0,880600.0,1429000.0,891700.0,333100.0,689800.0,15:54:59.006
1900-01-01 15:55:00,182.2,182.4,182.0,182.1,465100.0,1293.0,182.18811008385293,182.19914926527454,182.0,182.1,33200.0,5400.0,2378,1150700.0,590800.0,1127000.0,591100.0,213200.0,456400.0,15:59:58.074
1900-01-01 16:00:00,182.1,182.1,182.1,182.1,100.0,1.0,182.1,182.1,180.0,180.0,8283100.0,8050600.0,680,10777600.0,8438000.0,2527700.0,392800.0,200.0,0.0,16:04:58.938
1900-01-01 16:05:00,181.3,181.3,181.3,181.3,8922700.0,574.0,181.3,181.29999999999998,181.3,181.6,162600.0,29800.0,378,4756400.0,925300.0,12876900.0,8946100.0,3300.0,8922700.0,16:08:20.707
